SeasonEnd,Team,Playoffs,W,PTS,oppPTS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV
2007,Charlotte Bobcats,0,33,7945,8252,2960,6643,2503,5363,457,1280,1568,2136,920,2346,1836,638,369,1224
2007,Chicago Bulls,1,49,8100,7689,3046,6663,2566,5426,480,1237,1528,2083,984,2597,1832,639,445,1310
2007,Cleveland Cavaliers,1,50,7934,7620,2978,6658,2484,5254,494,1404,1484,2133,1039,2529,1708,625,353,1177
2007,Dallas Mavericks,1,67,8201,7609,3010,6442,2475,5038,535,1404,1646,2045,920,2515,1632,560,408,1140
2007,Denver Nuggets,1,45,8639,8506,3164,6805,2680,5365,484,1440,1827,2449,1001,2558,1920,678,435,1352
2007,Detroit Pistons,1,53,7872,7531,2942,6484,2493,5179,449,1305,1539,1988,948,2374,1768,583,472,1001
2007,Golden State Warriors,1,42,8737,8765,3261,7048,2561,5081,700,1967,1515,2113,940,2456,1950,750,466,1309
2007,Houston Rockets,1,52,7953,7555,2906,6528,2201,4635,705,1893,1436,1906,880,2673,1704,583,337,1162
2007,Indiana Pacers,0,35,7840,8040,2872,6561,2391,5172,481,1389,1615,2125,990,2441,1680,599,447,1335
2007,Los Angeles Clippers,0,40,7843,7881,2880,6318,2566,5415,314,903,1769,2245,888,2484,1762,596,472,1239
2007,Los Angeles Lakers,1,42,8474,8480,3103,6664,2495,4940,608,1724,1660,2221,886,2495,1850,600,421,1273
2007,Memphis Grizzlies,0,22,8331,8753,2998,6448,2498,5086,500,1362,1835,2410,866,2375,1680,564,407,1343
2007,Miami Heat,1,44,7759,7834,2919,6288,2391,4749,528,1539,1393,2019,817,2526,1681,566,442,1201
2007,Milwaukee Bucks,0,28,8172,8531,3121,6714,2597,5242,524,1472,1406,1919,941,2272,1771,587,224,1240
2007,Minnesota Timberwolves,0,32,7877,8178,2997,6503,2613,5414,384,1089,1499,1892,819,2474,1848,532,325,1278
2007,New Jersey Nets,1,41,8001,8064,2913,6379,2304,4703,609,1676,1566,2153,822,2525,1962,499,273,1212
2007,New Orleans/Oklahoma City Hornets,0,39,7833,7962,2971,6674,2516,5418,455,1256,1436,1941,1025,2512,1537,522,347,1187
2007,New York Knicks,0,33,7994,8228,2903,6356,2429,4986,474,1370,1714,2396,1032,2516,1532,543,260,1405
2007,Orlando Magic,1,40,7771,7707,2875,6090,2533,5128,342,962,1679,2393,920,2418,1525,565,416,1392
2007,Philadelphia 76ers,0,35,7785,8033,2932,6408,2648,5585,284,823,1637,2135,899,2353,1669,590,390,1258
2007,Phoenix Suns,1,61,9037,8438,3388,6855,2603,4890,785,1965,1476,1827,737,2583,2122,553,394,1189
2007,Portland Trail Blazers,0,32,7717,8069,2874,6392,2448,5160,426,1232,1543,2006,923,2299,1513,555,380,1236
2007,Sacramento Kings,0,33,8303,8451,2941,6532,2411,5019,530,1513,1891,2473,797,2396,1665,671,265,1194
2007,San Antonio Spurs,1,58,8079,7388,2999,6328,2404,4767,595,1561,1486,1980,761,2577,1814,587,417,1137
2007,Seattle SuperSonics,0,31,8130,8367,3047,6628,2522,5177,525,1451,1511,1911,928,2322,1695,631,301,1268
2007,Toronto Raptors,1,47,8157,8076,3032,6547,2501,5083,531,1464,1562,1982,755,2480,1822,581,321,1104
2007,Utah Jazz,1,51,8322,8087,3069,6471,2715,5415,354,1056,1830,2462,1030,2456,2024,577,339,1277
2007,Washington Wizards,1,41,8556,8598,3070,6820,2509,5206,561,1614,1855,2425,998,2379,1660,635,375,1133
2008,Atlanta Hawks,1,37,8054,8203,2975,6552,2591,5474,384,1078,1720,2227,1008,2454,1804,600,448,1223
2008,Boston Celtics,1,66,8245,7404,2986,6286,2390,4722,596,1564,1677,2176,830,2615,1833,696,379,1246
2008,Charlotte Bobcats,0,32,7959,8318,2960,6554,2431,5111,529,1443,1510,2115,892,2440,1748,614,402,1204
2008,Chicago Bulls,0,33,7981,8234,2987,6861,2513,5556,474,1305,1533,2029,1050,2478,1811,635,429,1197
2008,Cleveland Cavaliers,1,45,7903,7932,2937,6697,2385,5153,552,1544,1477,2061,1092,2563,1640,579,427,1145
2008,Dallas Mavericks,1,51,8234,7862,3025,6515,2531,5112,494,1403,1690,2075,883,2643,1720,490,402,1037
2008,Denver Nuggets,1,50,9074,8770,3307,7038,2738,5433,569,1605,1891,2519,918,2698,2024,752,551,1203
2008,Detroit Pistons,1,59,7992,7386,2999,6551,2512,5221,487,1330,1507,1965,974,2423,1831,583,472,956
2008,Golden State Warriors,0,48,9105,8924,3403,7406,2642,5221,761,2185,1538,2044,1045,2496,1833,744,377,1082
2008,Houston Rockets,1,55,7931,7547,3003,6698,2420,4991,583,1707,1342,1848,1002,2659,1757,598,420,1125
2008,Indiana Pacers,0,36,8527,8642,3102,6993,2347,4972,755,2021,1568,2042,904,2633,1864,623,412,1236
2008,Los Angeles Clippers,0,23,7692,8288,2820,6445,2470,5366,350,1079,1702,2178,800,2491,1732,557,398,1180
2008,Los Angeles Lakers,1,57,8904,8309,3248,6818,2586,5067,662,1751,1746,2270,898,2722,2003,654,438,1156
2008,Memphis Grizzlies,0,22,8257,8766,3060,6737,2440,4958,620,1779,1517,2097,848,2567,1574,503,386,1251
2008,Miami Heat,0,15,7491,8200,2808,6336,2317,4963,491,1373,1384,1903,743,2342,1644,589,355,1202
2008,Milwaukee Bucks,0,26,7956,8521,3026,6745,2574,5432,452,1313,1452,1980,1055,2363,1760,544,361,1210
2008,Minnesota Timberwolves,0,22,7839,8395,3076,6817,2635,5558,441,1259,1246,1693,964,2428,1630,616,306,1188
2008,New Jersey Nets,0,34,7857,8272,2856,6450,2358,5020,498,1430,1647,2237,913,2520,1925,521,390,1229
2008,New Orleans Hornets,1,56,8270,7837,3164,6796,2534,5175,630,1621,1312,1707,937,2494,1785,637,321,974
2008,New York Knicks,0,23,7948,8490,2967,6757,2477,5303,490,1454,1524,2095,1029,2457,1530,521,213,1187
2008,Orlando Magic,1,52,8567,8119,3058,6446,2257,4372,801,2074,1650,2288,768,2677,1706,520,333,1173
2008,Philadelphia 76ers,1,40,7923,7889,3056,6648,2754,5696,302,952,1509,2137,1067,2370,1673,712,400,1172
2008,Phoenix Suns,1,55,9026,8612,3392,6782,2698,5018,694,1764,1548,1977,720,2683,2188,532,518,1184
2008,Portland Trail Blazers,0,41,7820,7900,2935,6546,2397,5120,538,1426,1412,1841,901,2438,1733,455,360,1056
2008,Sacramento Kings,0,38,8408,8593,3043,6558,2533,5191,510,1367,1812,2272,829,2456,1567,651,334,1317
2008,San Antonio Spurs,1,56,7820,7427,2938,6424,2344,4814,594,1610,1350,1774,771,2612,1718,521,337,1035
2008,Seattle SuperSonics,0,20,7999,8717,3125,7032,2812,6093,313,939,1436,1866,971,2688,1748,531,400,1310
2008,Toronto Raptors,1,41,8215,7977,3148,6726,2576,5267,572,1459,1347,1658,790,2496,1953,570,336,959
2008,Utah Jazz,1,54,8710,8146,3279,6592,2872,5497,407,1095,1745,2298,942,2410,2165,717,355,1200
2008,Washington Wizards,1,43,8104,8131,2986,6695,2411,5081,575,1614,1557,1991,1007,2404,1607,632,391,1082
2009,Atlanta Hawks,1,47,8046,7917,2956,6451,2359,4818,597,1633,1537,2085,870,2412,1657,603,376,1048
2009,Boston Celtics,1,62,8275,7659,3075,6333,2537,4978,538,1355,1587,2075,869,2586,1862,621,387,1280
2009,Charlotte Bobcats,0,35,7677,7781,2866,6299,2376,4960,490,1339,1455,1965,886,2366,1741,580,397,1279
2009,Chicago Bulls,1,41,8378,8401,3126,6846,2633,5553,493,1293,1633,2052,970,2481,1732,615,453,1192
2009,Cleveland Cavaliers,1,66,8223,7491,3022,6454,2366,4784,656,1670,1523,2012,886,2574,1663,593,435,1045
2009,Dallas Mavericks,1,50,8343,8181,3128,6770,2557,5138,571,1632,1516,1852,909,2595,1779,591,429,1043
2009,Denver Nuggets,1,54,8555,8275,3058,6510,2510,5033,548,1477,1891,2487,905,2507,1820,710,492,1257
2009,Detroit Pistons,1,39,7727,7767,2981,6559,2604,5480,377,1079,1388,1849,949,2448,1689,493,377,973
2009,Golden State Warriors,0,29,8905,9212,3231,7055,2681,5580,550,1475,1893,2392,953,2492,1711,638,527,1201
2009,Houston Rockets,1,53,8070,7742,2959,6526,2338,4870,621,1656,1531,1903,862,2662,1662,548,355,1158
2009,Indiana Pacers,0,36,8617,8708,3220,7080,2568,5355,652,1725,1525,1890,924,2661,1775,573,434,1189
2009,Los Angeles Clippers,0,19,7799,8518,2955,6696,2420,5183,535,1513,1354,1839,890,2377,1723,572,482,1221
2009,Los Angeles Lakers,1,65,8768,8140,3307,6981,2760,5465,547,1516,1607,2087,1015,2587,1908,718,420,1103
2009,Memphis Grizzlies,0,24,7698,8146,2865,6311,2467,5205,398,1106,1570,2077,847,2337,1423,615,385,1252
2009,Miami Heat,1,43,8061,8040,3034,6646,2452,5015,582,1631,1411,1871,828,2411,1671,651,451,1026
2009,Milwaukee Bucks,0,34,8142,8231,3009,6755,2498,5347,511,1408,1613,2067,973,2367,1802,609,308,1154
2009,Minnesota Timberwolves,0,24,8019,8422,2986,6766,2443,5227,543,1539,1504,1957,975,2442,1674,512,322,1165
2009,New Jersey Nets,0,34,8044,8244,2925,6536,2273,4801,652,1735,1542,1980,850,2415,1636,559,391,1075
2009,New Orleans Hornets,1,49,7857,7730,2911,6366,2355,4840,556,1526,1479,1833,802,2453,1609,593,338,1029
2009,New York Knicks,0,32,8627,8841,3157,7091,2334,4807,823,2284,1490,1900,911,2545,1738,610,204,1174
2009,Oklahoma City Thunder,0,23,7952,8452,2999,6716,2671,5767,328,949,1626,2069,999,2497,1663,608,371,1330
2009,Orlando Magic,1,59,8286,7737,2929,6416,2112,4269,817,2147,1611,2253,819,2728,1593,570,439,1142
2009,Philadelphia 76ers,1,41,7987,7981,2997,6532,2656,5460,341,1072,1652,2216,1039,2336,1647,658,415,1157
2009,Phoenix Suns,0,46,8974,8816,3373,6695,2820,5250,553,1445,1675,2251,900,2520,1905,589,420,1288
2009,Portland Trail Blazers,1,54,8153,7715,3018,6494,2422,4939,596,1555,1521,1988,1060,2360,1667,550,402,1055
2009,Sacramento Kings,0,17,8248,8966,2990,6685,2404,5091,586,1594,1682,2107,840,2366,1619,569,349,1266
2009,San Antonio Spurs,1,54,7958,7650,3042,6534,2417,4914,625,1620,1249,1641,728,2638,1736,474,329,963
2009,Toronto Raptors,0,33,8121,8352,3054,6673,2575,5384,479,1289,1534,1861,802,2513,1835,523,390,1098
2009,Utah Jazz,1,48,8492,8275,3143,6623,2751,5501,392,1122,1814,2352,940,2423,2024,719,374,1210
2009,Washington Wizards,0,19,7877,8489,2994,6655,2599,5457,395,1198,1494,1948,956,2330,1641,619,365,1146
2010,Atlanta Hawks,1,53,8338,7956,3181,6801,2657,5346,524,1455,1452,1914,969,2451,1789,592,413,980
2010,Boston Celtics,1,50,8136,7836,3039,6294,2540,4861,499,1433,1559,2090,716,2449,1930,701,402,1219
2010,Charlotte Bobcats,1,44,7813,7693,2858,6306,2398,4975,460,1331,1637,2180,858,2490,1658,632,446,1290
2010,Chicago Bulls,1,41,7993,8127,3081,6825,2729,5759,352,1066,1479,1962,937,2715,1704,531,478,1175
2010,Cleveland Cavaliers,1,61,8373,7838,3101,6391,2499,4809,602,1582,1569,2180,791,2692,1835,564,425,1137
2010,Dallas Mavericks,1,55,8364,8141,3140,6760,2582,5262,558,1498,1526,1870,834,2586,1917,624,449,1059
2010,Denver Nuggets,1,53,8729,8394,3124,6678,2580,5161,544,1517,1937,2508,889,2505,1719,683,417,1136
2010,Detroit Pistons,0,27,7709,8128,2940,6602,2566,5412,374,1190,1455,1998,1053,2242,1591,596,313,1100
2010,Golden State Warriors,0,26,8922,9217,3329,7094,2696,5407,633,1687,1631,2085,753,2397,1839,761,340,1204
2010,Houston Rockets,0,42,8395,8425,3094,6923,2448,5085,646,1838,1561,2022,971,2471,1790,583,318,1188
2010,Indiana Pacers,0,32,8263,8510,3020,6823,2361,4927,659,1896,1564,2019,785,2618,1730,585,439,1232
2010,Los Angeles Clippers,0,29,7849,8370,3002,6601,2519,5144,483,1457,1362,1867,927,2502,1810,532,466,1285
2010,Los Angeles Lakers,1,57,8339,7952,3144,6875,2612,5313,532,1562,1519,1985,973,2662,1730,612,400,1096
2010,Memphis Grizzlies,0,40,8404,8528,3223,6875,2879,5855,344,1020,1614,2202,1070,2496,1543,645,399,1248
2010,Miami Heat,1,47,7914,7727,2984,6518,2490,5092,494,1426,1452,1931,875,2553,1548,605,457,1079
2010,Milwaukee Bucks,1,46,8009,7870,3050,6998,2405,5185,645,1813,1264,1675,965,2560,1740,580,385,1085
2010,Minnesota Timberwolves,0,15,8051,8838,3106,6923,2703,5742,403,1181,1436,1926,962,2556,1626,597,306,1333
2010,New Jersey Nets,0,12,7575,8323,2813,6554,2436,5369,377,1185,1572,2015,897,2358,1540,573,393,1182
2010,New Orleans Hornets,0,37,8220,8422,3178,6842,2607,5270,571,1572,1293,1661,852,2450,1828,625,300,1103
2010,New York Knicks,0,29,8373,8686,3127,6876,2384,4731,743,2145,1376,1759,836,2477,1772,586,305,1148
2010,Oklahoma City Thunder,1,50,8322,8036,3063,6629,2645,5400,418,1229,1778,2210,960,2607,1639,654,481,1227
2010,Orlando Magic,1,59,8426,7812,3005,6394,2164,4153,841,2241,1575,2176,810,2736,1615,512,456,1155
2010,Philadelphia 76ers,0,27,8014,8334,3087,6706,2613,5325,474,1381,1366,1808,941,2421,1723,667,439,1192
2010,Phoenix Suns,1,54,9039,8637,3339,6788,2609,5018,730,1770,1631,2117,910,2616,1912,479,418,1210
2010,Portland Trail Blazers,1,50,8045,7774,2974,6453,2483,5065,491,1388,1606,2033,913,2383,1674,523,350,1012
2010,Sacramento Kings,0,25,8200,8558,3144,6895,2662,5512,482,1383,1430,1969,977,2518,1679,564,366,1226
2010,San Antonio Spurs,1,50,8312,7895,3150,6659,2596,5112,554,1547,1458,1969,887,2621,1829,516,381,1116
2010,Toronto Raptors,0,40,8534,8680,3199,6631,2681,5234,518,1397,1618,2118,806,2507,1804,469,384,1100
2010,Utah Jazz,1,53,8547,8109,3227,6575,2788,5368,439,1207,1654,2233,872,2588,2187,675,400,1246
2010,Washington Wizards,0,26,7892,8284,3008,6700,2576,5475,432,1225,1444,1895,966,2458,1557,493,421,1219
2011,Atlanta Hawks,1,44,7790,7857,2971,6429,2469,5002,502,1427,1346,1728,762,2460,1802,497,341,1118
2011,Boston Celtics,1,56,7913,7473,3023,6219,2615,5100,408,1119,1459,1895,639,2542,1921,676,344,1195
2011,Charlotte Bobcats,0,34,7650,7978,2873,6365,2480,5162,393,1203,1511,1999,848,2444,1728,524,433,1192
2011,Chicago Bulls,1,62,8087,7487,3042,6587,2531,5172,511,1415,1492,2008,967,2654,1827,592,468,1161
2011,Cleveland Cavaliers,0,19,7827,8566,2886,6647,2377,5158,509,1489,1546,2075,856,2449,1720,544,341,1166
2011,Dallas Mavericks,1,57,8220,7873,3069,6463,2424,4695,645,1768,1437,1850,780,2618,1954,557,352,1145
2011,Denver Nuggets,1,50,8811,8421,3145,6613,2483,4909,662,1704,1859,2429,791,2652,1813,605,352,1157
2011,Detroit Pistons,0,30,7951,8246,3056,6647,2584,5391,472,1256,1367,1854,931,2236,1730,595,328,1067
2011,Golden State Warriors,0,36,8477,8668,3251,7047,2566,5298,685,1749,1290,1695,955,2370,1847,737,406,1198
2011,Houston Rockets,0,43,8685,8506,3170,6975,2493,5132,677,1843,1668,2083,962,2549,1955,581,371,1110
2011,Indiana Pacers,1,37,8183,8271,3003,6787,2418,5134,585,1653,1592,2035,914,2657,1611,584,456,1262
2011,Los Angeles Clippers,0,32,8089,8346,3015,6594,2502,5075,513,1519,1546,2187,955,2501,1813,585,402,1343
2011,Los Angeles Lakers,1,57,8321,7820,3128,6757,2604,5270,524,1487,1541,1979,989,2616,1801,602,422,1073
2011,Memphis Grizzlies,1,46,8195,8003,3200,6801,2891,5875,309,926,1486,1981,970,2391,1691,771,441,1145
2011,Miami Heat,1,58,8369,7757,3031,6301,2484,4822,547,1479,1760,2288,790,2666,1639,544,430,1142
2011,Milwaukee Bucks,0,35,7534,7603,2814,6544,2331,5130,483,1414,1423,1881,862,2480,1545,617,399,1103
2011,Minnesota Timberwolves,0,17,8288,8832,3090,7014,2501,5449,589,1565,1519,1977,1085,2556,1650,592,422,1398
2011,New Jersey Nets,0,24,7722,8234,2918,6638,2459,5301,459,1337,1427,1881,909,2440,1723,458,384,1152
2011,New Orleans Hornets,1,46,7784,7711,2944,6416,2500,5184,444,1232,1452,1897,824,2468,1691,624,359,1069
2011,New York Knicks,1,42,8734,8670,3140,6867,2375,4786,765,2081,1689,2087,847,2470,1757,625,475,1123
2011,Oklahoma City Thunder,1,55,8596,8285,3066,6609,2579,5206,487,1403,1977,2401,903,2604,1672,654,487,1156
2011,Orlando Magic,1,52,8135,7687,2956,6411,2186,4308,770,2103,1453,2101,864,2679,1636,548,384,1224
2011,Philadelphia 76ers,1,41,8119,7996,3125,6776,2682,5528,443,1248,1426,1851,850,2578,1861,621,355,1063
2011,Phoenix Suns,0,40,8611,8684,3219,6844,2518,4987,701,1857,1472,1939,821,2478,1945,545,357,1169
2011,Portland Trail Blazers,1,48,7896,7771,2951,6599,2433,5096,518,1503,1476,1835,996,2230,1736,660,358,1070
2011,Sacramento Kings,0,24,8151,8589,3134,6979,2706,5702,428,1277,1455,1981,1071,2526,1675,608,391,1324
2011,San Antonio Spurs,1,61,8502,8034,3148,6628,2463,4901,685,1727,1521,1984,829,2603,1836,602,372,1101
2011,Toronto Raptors,0,22,8124,8639,3144,6755,2799,5664,345,1091,1491,1976,963,2343,1795,581,350,1206
2011,Utah Jazz,0,39,8153,8303,3064,6590,2629,5334,435,1256,1590,2061,898,2338,1921,629,484,1175
2011,Washington Wizards,0,23,7977,8584,3048,6888,2656,5706,392,1182,1489,1999,1013,2374,1592,665,502,1258
